consec,GID,YEAR,IDno,MaxFreq,SeePlot_g,SeeLoc_g,AL,IA,IL,ND,NY,TOTALfreq,wgTOTAL,lCONSEC,lACCNO,lGID,lLOC,lLOCwg,pLABEL01,pLABEL02,pLABEL03
158,IL24-7338,24,7338,3,24,72,2,2,2,1,3,10,360,630,158,IL24-7338,IA,120 g,630  ( IA--158 ),IL24-7338,B4i-26 Oat seed ~120 g
158,IL24-7338,24,7338,3,24,72,2,2,2,1,3,10,360,631,158,IL24-7338,ND,120 g,631  ( ND--158 ),IL24-7338,B4i-26 Oat seed ~120 g
158,IL24-7338,24,7338,3,24,72,2,2,2,1,3,10,360,632,158,IL24-7338,NY,120 g,632  ( NY--158 ),IL24-7338,B4i-26 Oat seed ~120 g
159,IL24-7473,24,7473,4,24,96,2,4,3,3,3,15,480,633,159,IL24-7473,AL,120 g,633  ( AL--159 ),IL24-7473,B4i-26 Oat seed ~120 g
159,IL24-7473,24,7473,4,24,96,2,4,3,3,3,15,480,634,159,IL24-7473,IA,120 g,634  ( IA--159 ),IL24-7473,B4i-26 Oat seed ~120 g
159,IL24-7473,24,7473,4,24,96,2,4,3,3,3,15,480,635,159,IL24-7473,ND,120 g,635  ( ND--159 ),IL24-7473,B4i-26 Oat seed ~120 g
159,IL24-7473,24,7473,4,24,96,2,4,3,3,3,15,480,636,159,IL24-7473,NY,120 g,636  ( NY--159 ),IL24-7473,B4i-26 Oat seed ~120 g
160,IL24-5315,24,5315,2,24,48,1,1,1,2,1,6,264,637,160,IL24-5315,AL,120 g,637  ( AL--160 ),IL24-5315,B4i-26 Oat seed ~120 g
160,IL24-5315,24,5315,2,24,48,1,1,1,2,1,6,264,638,160,IL24-5315,IA,120 g,638  ( IA--160 ),IL24-5315,B4i-26 Oat seed ~120 g
160,IL24-5315,24,5315,2,24,48,1,1,1,2,1,6,264,639,160,IL24-5315,ND,120 g,639  ( ND--160 ),IL24-5315,B4i-26 Oat seed ~120 g
160,IL24-5315,24,5315,2,24,48,1,1,1,2,1,6,264,640,160,IL24-5315,NY,120 g,640  ( NY--160 ),IL24-5315,B4i-26 Oat seed ~120 g
161,IL24-3266,24,3266,2,24,48,2,1,1,2,0,6,264,641,161,IL24-3266,AL,120 g,641  ( AL--161 ),IL24-3266,B4i-26 Oat seed ~120 g
161,IL24-3266,24,3266,2,24,48,2,1,1,2,0,6,264,642,161,IL24-3266,IA,120 g,642  ( IA--161 ),IL24-3266,B4i-26 Oat seed ~120 g
161,IL24-3266,24,3266,2,24,48,2,1,1,2,0,6,264,643,161,IL24-3266,ND,120 g,643  ( ND--161 ),IL24-3266,B4i-26 Oat seed ~120 g
161,IL24-3266,24,3266,2,24,48,2,1,1,2,0,6,264,644,161,IL24-3266,NY,120 g,644  ( NY--161 ),IL24-3266,B4i-26 Oat seed ~120 g
162,IL24-8631,24,8631,1,24,24,1,1,1,1,1,5,240,645,162,IL24-8631,AL,120 g,645  ( AL--162 ),IL24-8631,B4i-26 Oat seed ~120 g
162,IL24-8631,24,8631,1,24,24,1,1,1,1,1,5,240,646,162,IL24-8631,IA,120 g,646  ( IA--162 ),IL24-8631,B4i-26 Oat seed ~120 g
162,IL24-8631,24,8631,1,24,24,1,1,1,1,1,5,240,647,162,IL24-8631,ND,120 g,647  ( ND--162 ),IL24-8631,B4i-26 Oat seed ~120 g
162,IL24-8631,24,8631,1,24,24,1,1,1,1,1,5,240,648,162,IL24-8631,NY,120 g,648  ( NY--162 ),IL24-8631,B4i-26 Oat seed ~120 g
163,IL24-7705,24,7705,4,24,96,4,4,3,4,4,19,576,649,163,IL24-7705,AL,120 g,649  ( AL--163 ),IL24-7705,B4i-26 Oat seed ~120 g
163,IL24-7705,24,7705,4,24,96,4,4,3,4,4,19,576,650,163,IL24-7705,IA,120 g,650  ( IA--163 ),IL24-7705,B4i-26 Oat seed ~120 g
163,IL24-7705,24,7705,4,24,96,4,4,3,4,4,19,576,651,163,IL24-7705,ND,120 g,651  ( ND--163 ),IL24-7705,B4i-26 Oat seed ~120 g
163,IL24-7705,24,7705,4,24,96,4,4,3,4,4,19,576,652,163,IL24-7705,NY,120 g,652  ( NY--163 ),IL24-7705,B4i-26 Oat seed ~120 g
164,IL24-7476,24,7476,2,24,48,1,1,1,2,0,5,240,653,164,IL24-7476,AL,120 g,653  ( AL--164 ),IL24-7476,B4i-26 Oat seed ~120 g
164,IL24-7476,24,7476,2,24,48,1,1,1,2,0,5,240,654,164,IL24-7476,IA,120 g,654  ( IA--164 ),IL24-7476,B4i-26 Oat seed ~120 g
164,IL24-7476,24,7476,2,24,48,1,1,1,2,0,5,240,655,164,IL24-7476,ND,120 g,655  ( ND--164 ),IL24-7476,B4i-26 Oat seed ~120 g
164,IL24-7476,24,7476,2,24,48,1,1,1,2,0,5,240,656,164,IL24-7476,NY,120 g,656  ( NY--164 ),IL24-7476,B4i-26 Oat seed ~120 g
165,IL24-2325,24,2325,1,24,24,1,1,1,1,1,5,240,657,165,IL24-2325,AL,120 g,657  ( AL--165 ),IL24-2325,B4i-26 Oat seed ~120 g
165,IL24-2325,24,2325,1,24,24,1,1,1,1,1,5,240,658,165,IL24-2325,IA,120 g,658  ( IA--165 ),IL24-2325,B4i-26 Oat seed ~120 g
165,IL24-2325,24,2325,1,24,24,1,1,1,1,1,5,240,659,165,IL24-2325,ND,120 g,659  ( ND--165 ),IL24-2325,B4i-26 Oat seed ~120 g
165,IL24-2325,24,2325,1,24,24,1,1,1,1,1,5,240,660,165,IL24-2325,NY,120 g,660  ( NY--165 ),IL24-2325,B4i-26 Oat seed ~120 g
166,IL24-526,24,526,2,24,48,2,2,1,2,2,9,336,661,166,IL24-526,AL,120 g,661  ( AL--166 ),IL24-526,B4i-26 Oat seed ~120 g
166,IL24-526,24,526,2,24,48,2,2,1,2,2,9,336,662,166,IL24-526,IA,120 g,662  ( IA--166 ),IL24-526,B4i-26 Oat seed ~120 g
166,IL24-526,24,526,2,24,48,2,2,1,2,2,9,336,663,166,IL24-526,ND,120 g,663  ( ND--166 ),IL24-526,B4i-26 Oat seed ~120 g
166,IL24-526,24,526,2,24,48,2,2,1,2,2,9,336,664,166,IL24-526,NY,120 g,664  ( NY--166 ),IL24-526,B4i-26 Oat seed ~120 g
167,IL24-2525,24,2525,2,24,48,1,1,2,1,2,7,288,665,167,IL24-2525,AL,120 g,665  ( AL--167 ),IL24-2525,B4i-26 Oat seed ~120 g
167,IL24-2525,24,2525,2,24,48,1,1,2,1,2,7,288,666,167,IL24-2525,IA,120 g,666  ( IA--167 ),IL24-2525,B4i-26 Oat seed ~120 g
167,IL24-2525,24,2525,2,24,48,1,1,2,1,2,7,288,667,167,IL24-2525,ND,120 g,667  ( ND--167 ),IL24-2525,B4i-26 Oat seed ~120 g
167,IL24-2525,24,2525,2,24,48,1,1,2,1,2,7,288,668,167,IL24-2525,NY,120 g,668  ( NY--167 ),IL24-2525,B4i-26 Oat seed ~120 g
168,IL24-6819,24,6819,3,24,72,2,1,2,3,2,10,360,669,168,IL24-6819,AL,120 g,669  ( AL--168 ),IL24-6819,B4i-26 Oat seed ~120 g
168,IL24-6819,24,6819,3,24,72,2,1,2,3,2,10,360,670,168,IL24-6819,IA,120 g,670  ( IA--168 ),IL24-6819,B4i-26 Oat seed ~120 g
168,IL24-6819,24,6819,3,24,72,2,1,2,3,2,10,360,671,168,IL24-6819,ND,120 g,671  ( ND--168 ),IL24-6819,B4i-26 Oat seed ~120 g
168,IL24-6819,24,6819,3,24,72,2,1,2,3,2,10,360,672,168,IL24-6819,NY,120 g,672  ( NY--168 ),IL24-6819,B4i-26 Oat seed ~120 g
169,IL24-905,24,905,1,24,24,0,0,1,1,1,3,192,673,169,IL24-905,AL,120 g,673  ( AL--169 ),IL24-905,B4i-26 Oat seed ~120 g
169,IL24-905,24,905,1,24,24,0,0,1,1,1,3,192,674,169,IL24-905,IA,120 g,674  ( IA--169 ),IL24-905,B4i-26 Oat seed ~120 g
169,IL24-905,24,905,1,24,24,0,0,1,1,1,3,192,675,169,IL24-905,ND,120 g,675  ( ND--169 ),IL24-905,B4i-26 Oat seed ~120 g
169,IL24-905,24,905,1,24,24,0,0,1,1,1,3,192,676,169,IL24-905,NY,120 g,676  ( NY--169 ),IL24-905,B4i-26 Oat seed ~120 g
170,IL24-8605,24,8605,2,24,48,2,1,1,2,2,8,312,677,170,IL24-8605,AL,120 g,677  ( AL--170 ),IL24-8605,B4i-26 Oat seed ~120 g
170,IL24-8605,24,8605,2,24,48,2,1,1,2,2,8,312,678,170,IL24-8605,IA,120 g,678  ( IA--170 ),IL24-8605,B4i-26 Oat seed ~120 g
170,IL24-8605,24,8605,2,24,48,2,1,1,2,2,8,312,679,170,IL24-8605,ND,120 g,679  ( ND--170 ),IL24-8605,B4i-26 Oat seed ~120 g
170,IL24-8605,24,8605,2,24,48,2,1,1,2,2,8,312,680,170,IL24-8605,NY,120 g,680  ( NY--170 ),IL24-8605,B4i-26 Oat seed ~120 g
171,IL24-5517,24,5517,3,24,72,1,3,2,2,1,9,336,681,171,IL24-5517,AL,120 g,681  ( AL--171 ),IL24-5517,B4i-26 Oat seed ~120 g
171,IL24-5517,24,5517,3,24,72,1,3,2,2,1,9,336,682,171,IL24-5517,IA,120 g,682  ( IA--171 ),IL24-5517,B4i-26 Oat seed ~120 g
171,IL24-5517,24,5517,3,24,72,1,3,2,2,1,9,336,683,171,IL24-5517,ND,120 g,683  ( ND--171 ),IL24-5517,B4i-26 Oat seed ~120 g
171,IL24-5517,24,5517,3,24,72,1,3,2,2,1,9,336,684,171,IL24-5517,NY,120 g,684  ( NY--171 ),IL24-5517,B4i-26 Oat seed ~120 g
172,IL24-7729,24,7729,2,24,48,1,1,1,1,2,6,264,685,172,IL24-7729,AL,120 g,685  ( AL--172 ),IL24-7729,B4i-26 Oat seed ~120 g
172,IL24-7729,24,7729,2,24,48,1,1,1,1,2,6,264,686,172,IL24-7729,IA,120 g,686  ( IA--172 ),IL24-7729,B4i-26 Oat seed ~120 g
172,IL24-7729,24,7729,2,24,48,1,1,1,1,2,6,264,687,172,IL24-7729,ND,120 g,687  ( ND--172 ),IL24-7729,B4i-26 Oat seed ~120 g
172,IL24-7729,24,7729,2,24,48,1,1,1,1,2,6,264,688,172,IL24-7729,NY,120 g,688  ( NY--172 ),IL24-7729,B4i-26 Oat seed ~120 g
173,IL24-3859,24,3859,2,24,48,1,1,2,1,0,5,240,689,173,IL24-3859,AL,120 g,689  ( AL--173 ),IL24-3859,B4i-26 Oat seed ~120 g
173,IL24-3859,24,3859,2,24,48,1,1,2,1,0,5,240,690,173,IL24-3859,IA,120 g,690  ( IA--173 ),IL24-3859,B4i-26 Oat seed ~120 g
173,IL24-3859,24,3859,2,24,48,1,1,2,1,0,5,240,691,173,IL24-3859,ND,120 g,691  ( ND--173 ),IL24-3859,B4i-26 Oat seed ~120 g
173,IL24-3859,24,3859,2,24,48,1,1,2,1,0,5,240,692,173,IL24-3859,NY,120 g,692  ( NY--173 ),IL24-3859,B4i-26 Oat seed ~120 g
174,IL24-2528,24,2528,1,24,24,1,1,1,1,1,5,240,693,174,IL24-2528,AL,120 g,693  ( AL--174 ),IL24-2528,B4i-26 Oat seed ~120 g
174,IL24-2528,24,2528,1,24,24,1,1,1,1,1,5,240,694,174,IL24-2528,IA,120 g,694  ( IA--174 ),IL24-2528,B4i-26 Oat seed ~120 g
174,IL24-2528,24,2528,1,24,24,1,1,1,1,1,5,240,695,174,IL24-2528,ND,120 g,695  ( ND--174 ),IL24-2528,B4i-26 Oat seed ~120 g
174,IL24-2528,24,2528,1,24,24,1,1,1,1,1,5,240,696,174,IL24-2528,NY,120 g,696  ( NY--174 ),IL24-2528,B4i-26 Oat seed ~120 g
175,IL24-4767,24,4767,3,24,72,1,2,3,2,2,10,360,697,175,IL24-4767,AL,120 g,697  ( AL--175 ),IL24-4767,B4i-26 Oat seed ~120 g
175,IL24-4767,24,4767,3,24,72,1,2,3,2,2,10,360,698,175,IL24-4767,IA,120 g,698  ( IA--175 ),IL24-4767,B4i-26 Oat seed ~120 g
175,IL24-4767,24,4767,3,24,72,1,2,3,2,2,10,360,699,175,IL24-4767,ND,120 g,699  ( ND--175 ),IL24-4767,B4i-26 Oat seed ~120 g
175,IL24-4767,24,4767,3,24,72,1,2,3,2,2,10,360,700,175,IL24-4767,NY,120 g,700  ( NY--175 ),IL24-4767,B4i-26 Oat seed ~120 g
176,IL24-428,24,428,1,24,24,1,1,1,1,0,4,216,701,176,IL24-428,AL,120 g,701  ( AL--176 ),IL24-428,B4i-26 Oat seed ~120 g
176,IL24-428,24,428,1,24,24,1,1,1,1,0,4,216,702,176,IL24-428,IA,120 g,702  ( IA--176 ),IL24-428,B4i-26 Oat seed ~120 g
176,IL24-428,24,428,1,24,24,1,1,1,1,0,4,216,703,176,IL24-428,ND,120 g,703  ( ND--176 ),IL24-428,B4i-26 Oat seed ~120 g
176,IL24-428,24,428,1,24,24,1,1,1,1,0,4,216,704,176,IL24-428,NY,120 g,704  ( NY--176 ),IL24-428,B4i-26 Oat seed ~120 g
177,IL24-3213,24,3213,2,24,48,2,2,2,1,1,8,312,705,177,IL24-3213,AL,120 g,705  ( AL--177 ),IL24-3213,B4i-26 Oat seed ~120 g
177,IL24-3213,24,3213,2,24,48,2,2,2,1,1,8,312,706,177,IL24-3213,IA,120 g,706  ( IA--177 ),IL24-3213,B4i-26 Oat seed ~120 g
177,IL24-3213,24,3213,2,24,48,2,2,2,1,1,8,312,707,177,IL24-3213,ND,120 g,707  ( ND--177 ),IL24-3213,B4i-26 Oat seed ~120 g
177,IL24-3213,24,3213,2,24,48,2,2,2,1,1,8,312,708,177,IL24-3213,NY,120 g,708  ( NY--177 ),IL24-3213,B4i-26 Oat seed ~120 g
178,IL24-3516,24,3516,1,24,24,1,1,1,1,1,5,240,709,178,IL24-3516,AL,120 g,709  ( AL--178 ),IL24-3516,B4i-26 Oat seed ~120 g
178,IL24-3516,24,3516,1,24,24,1,1,1,1,1,5,240,710,178,IL24-3516,IA,120 g,710  ( IA--178 ),IL24-3516,B4i-26 Oat seed ~120 g
178,IL24-3516,24,3516,1,24,24,1,1,1,1,1,5,240,711,178,IL24-3516,ND,120 g,711  ( ND--178 ),IL24-3516,B4i-26 Oat seed ~120 g
178,IL24-3516,24,3516,1,24,24,1,1,1,1,1,5,240,712,178,IL24-3516,NY,120 g,712  ( NY--178 ),IL24-3516,B4i-26 Oat seed ~120 g
179,IL24-6672,24,6672,2,24,48,1,2,2,2,2,9,336,713,179,IL24-6672,AL,120 g,713  ( AL--179 ),IL24-6672,B4i-26 Oat seed ~120 g
179,IL24-6672,24,6672,2,24,48,1,2,2,2,2,9,336,714,179,IL24-6672,IA,120 g,714  ( IA--179 ),IL24-6672,B4i-26 Oat seed ~120 g
179,IL24-6672,24,6672,2,24,48,1,2,2,2,2,9,336,715,179,IL24-6672,ND,120 g,715  ( ND--179 ),IL24-6672,B4i-26 Oat seed ~120 g
179,IL24-6672,24,6672,2,24,48,1,2,2,2,2,9,336,716,179,IL24-6672,NY,120 g,716  ( NY--179 ),IL24-6672,B4i-26 Oat seed ~120 g
180,IL24-115,24,115,2,24,48,2,1,1,2,2,8,312,717,180,IL24-115,AL,120 g,717  ( AL--180 ),IL24-115,B4i-26 Oat seed ~120 g
180,IL24-115,24,115,2,24,48,2,1,1,2,2,8,312,718,180,IL24-115,IA,120 g,718  ( IA--180 ),IL24-115,B4i-26 Oat seed ~120 g
180,IL24-115,24,115,2,24,48,2,1,1,2,2,8,312,719,180,IL24-115,ND,120 g,719  ( ND--180 ),IL24-115,B4i-26 Oat seed ~120 g
180,IL24-115,24,115,2,24,48,2,1,1,2,2,8,312,720,180,IL24-115,NY,120 g,720  ( NY--180 ),IL24-115,B4i-26 Oat seed ~120 g
181,IL24-7325,24,7325,3,24,72,3,2,2,2,3,12,408,721,181,IL24-7325,AL,120 g,721  ( AL--181 ),IL24-7325,B4i-26 Oat seed ~120 g
181,IL24-7325,24,7325,3,24,72,3,2,2,2,3,12,408,722,181,IL24-7325,IA,120 g,722  ( IA--181 ),IL24-7325,B4i-26 Oat seed ~120 g
181,IL24-7325,24,7325,3,24,72,3,2,2,2,3,12,408,723,181,IL24-7325,ND,120 g,723  ( ND--181 ),IL24-7325,B4i-26 Oat seed ~120 g
181,IL24-7325,24,7325,3,24,72,3,2,2,2,3,12,408,724,181,IL24-7325,NY,120 g,724  ( NY--181 ),IL24-7325,B4i-26 Oat seed ~120 g
182,IL24-1905,24,1905,2,24,48,2,1,2,2,2,9,336,725,182,IL24-1905,AL,120 g,725  ( AL--182 ),IL24-1905,B4i-26 Oat seed ~120 g
182,IL24-1905,24,1905,2,24,48,2,1,2,2,2,9,336,726,182,IL24-1905,IA,120 g,726  ( IA--182 ),IL24-1905,B4i-26 Oat seed ~120 g
182,IL24-1905,24,1905,2,24,48,2,1,2,2,2,9,336,727,182,IL24-1905,ND,120 g,727  ( ND--182 ),IL24-1905,B4i-26 Oat seed ~120 g
182,IL24-1905,24,1905,2,24,48,2,1,2,2,2,9,336,728,182,IL24-1905,NY,120 g,728  ( NY--182 ),IL24-1905,B4i-26 Oat seed ~120 g
183,IL24-7905,24,7905,2,24,48,1,1,1,2,1,6,264,729,183,IL24-7905,AL,120 g,729  ( AL--183 ),IL24-7905,B4i-26 Oat seed ~120 g
183,IL24-7905,24,7905,2,24,48,1,1,1,2,1,6,264,730,183,IL24-7905,IA,120 g,730  ( IA--183 ),IL24-7905,B4i-26 Oat seed ~120 g
183,IL24-7905,24,7905,2,24,48,1,1,1,2,1,6,264,731,183,IL24-7905,ND,120 g,731  ( ND--183 ),IL24-7905,B4i-26 Oat seed ~120 g
183,IL24-7905,24,7905,2,24,48,1,1,1,2,1,6,264,732,183,IL24-7905,NY,120 g,732  ( NY--183 ),IL24-7905,B4i-26 Oat seed ~120 g
184,IL24-6505,24,6505,3,24,72,2,2,1,2,3,10,360,733,184,IL24-6505,AL,120 g,733  ( AL--184 ),IL24-6505,B4i-26 Oat seed ~120 g
184,IL24-6505,24,6505,3,24,72,2,2,1,2,3,10,360,734,184,IL24-6505,IA,120 g,734  ( IA--184 ),IL24-6505,B4i-26 Oat seed ~120 g
184,IL24-6505,24,6505,3,24,72,2,2,1,2,3,10,360,735,184,IL24-6505,ND,120 g,735  ( ND--184 ),IL24-6505,B4i-26 Oat seed ~120 g
184,IL24-6505,24,6505,3,24,72,2,2,1,2,3,10,360,736,184,IL24-6505,NY,120 g,736  ( NY--184 ),IL24-6505,B4i-26 Oat seed ~120 g
185,IL24-4061,24,4061,2,24,48,1,1,1,2,1,6,264,737,185,IL24-4061,AL,120 g,737  ( AL--185 ),IL24-4061,B4i-26 Oat seed ~120 g
185,IL24-4061,24,4061,2,24,48,1,1,1,2,1,6,264,738,185,IL24-4061,IA,120 g,738  ( IA--185 ),IL24-4061,B4i-26 Oat seed ~120 g
185,IL24-4061,24,4061,2,24,48,1,1,1,2,1,6,264,739,185,IL24-4061,ND,120 g,739  ( ND--185 ),IL24-4061,B4i-26 Oat seed ~120 g
185,IL24-4061,24,4061,2,24,48,1,1,1,2,1,6,264,740,185,IL24-4061,NY,120 g,740  ( NY--185 ),IL24-4061,B4i-26 Oat seed ~120 g
186,IL24-3824,24,3824,4,24,96,4,3,2,3,3,15,480,741,186,IL24-3824,AL,120 g,741  ( AL--186 ),IL24-3824,B4i-26 Oat seed ~120 g
186,IL24-3824,24,3824,4,24,96,4,3,2,3,3,15,480,742,186,IL24-3824,IA,120 g,742  ( IA--186 ),IL24-3824,B4i-26 Oat seed ~120 g
186,IL24-3824,24,3824,4,24,96,4,3,2,3,3,15,480,743,186,IL24-3824,ND,120 g,743  ( ND--186 ),IL24-3824,B4i-26 Oat seed ~120 g
186,IL24-3824,24,3824,4,24,96,4,3,2,3,3,15,480,744,186,IL24-3824,NY,120 g,744  ( NY--186 ),IL24-3824,B4i-26 Oat seed ~120 g
187,IL24-7641,24,7641,2,24,48,1,2,0,1,0,4,216,745,187,IL24-7641,AL,120 g,745  ( AL--187 ),IL24-7641,B4i-26 Oat seed ~120 g
187,IL24-7641,24,7641,2,24,48,1,2,0,1,0,4,216,746,187,IL24-7641,IA,120 g,746  ( IA--187 ),IL24-7641,B4i-26 Oat seed ~120 g
187,IL24-7641,24,7641,2,24,48,1,2,0,1,0,4,216,747,187,IL24-7641,ND,120 g,747  ( ND--187 ),IL24-7641,B4i-26 Oat seed ~120 g
187,IL24-7641,24,7641,2,24,48,1,2,0,1,0,4,216,748,187,IL24-7641,NY,120 g,748  ( NY--187 ),IL24-7641,B4i-26 Oat seed ~120 g
188,IL24-3031,24,3031,2,24,48,1,1,1,2,1,6,264,749,188,IL24-3031,AL,120 g,749  ( AL--188 ),IL24-3031,B4i-26 Oat seed ~120 g
188,IL24-3031,24,3031,2,24,48,1,1,1,2,1,6,264,750,188,IL24-3031,IA,120 g,750  ( IA--188 ),IL24-3031,B4i-26 Oat seed ~120 g
188,IL24-3031,24,3031,2,24,48,1,1,1,2,1,6,264,751,188,IL24-3031,ND,120 g,751  ( ND--188 ),IL24-3031,B4i-26 Oat seed ~120 g
188,IL24-3031,24,3031,2,24,48,1,1,1,2,1,6,264,752,188,IL24-3031,NY,120 g,752  ( NY--188 ),IL24-3031,B4i-26 Oat seed ~120 g
189,IL24-6616,24,6616,2,24,48,1,2,2,1,2,8,312,753,189,IL24-6616,AL,120 g,753  ( AL--189 ),IL24-6616,B4i-26 Oat seed ~120 g
189,IL24-6616,24,6616,2,24,48,1,2,2,1,2,8,312,754,189,IL24-6616,IA,120 g,754  ( IA--189 ),IL24-6616,B4i-26 Oat seed ~120 g
189,IL24-6616,24,6616,2,24,48,1,2,2,1,2,8,312,755,189,IL24-6616,ND,120 g,755  ( ND--189 ),IL24-6616,B4i-26 Oat seed ~120 g
189,IL24-6616,24,6616,2,24,48,1,2,2,1,2,8,312,756,189,IL24-6616,NY,120 g,756  ( NY--189 ),IL24-6616,B4i-26 Oat seed ~120 g
190,IL24-7538,24,7538,3,24,72,1,3,1,2,2,9,336,757,190,IL24-7538,AL,120 g,757  ( AL--190 ),IL24-7538,B4i-26 Oat seed ~120 g
190,IL24-7538,24,7538,3,24,72,1,3,1,2,2,9,336,758,190,IL24-7538,IA,120 g,758  ( IA--190 ),IL24-7538,B4i-26 Oat seed ~120 g
190,IL24-7538,24,7538,3,24,72,1,3,1,2,2,9,336,759,190,IL24-7538,ND,120 g,759  ( ND--190 ),IL24-7538,B4i-26 Oat seed ~120 g
190,IL24-7538,24,7538,3,24,72,1,3,1,2,2,9,336,760,190,IL24-7538,NY,120 g,760  ( NY--190 ),IL24-7538,B4i-26 Oat seed ~120 g
191,IL24-5359,24,5359,1,24,24,0,0,1,1,0,2,168,761,191,IL24-5359,AL,120 g,761  ( AL--191 ),IL24-5359,B4i-26 Oat seed ~120 g
191,IL24-5359,24,5359,1,24,24,0,0,1,1,0,2,168,762,191,IL24-5359,IA,120 g,762  ( IA--191 ),IL24-5359,B4i-26 Oat seed ~120 g
191,IL24-5359,24,5359,1,24,24,0,0,1,1,0,2,168,763,191,IL24-5359,ND,120 g,763  ( ND--191 ),IL24-5359,B4i-26 Oat seed ~120 g
191,IL24-5359,24,5359,1,24,24,0,0,1,1,0,2,168,764,191,IL24-5359,NY,120 g,764  ( NY--191 ),IL24-5359,B4i-26 Oat seed ~120 g
192,IL24-7808,24,7808,2,24,48,1,0,0,2,0,3,192,765,192,IL24-7808,AL,120 g,765  ( AL--192 ),IL24-7808,B4i-26 Oat seed ~120 g
192,IL24-7808,24,7808,2,24,48,1,0,0,2,0,3,192,766,192,IL24-7808,IA,120 g,766  ( IA--192 ),IL24-7808,B4i-26 Oat seed ~120 g
192,IL24-7808,24,7808,2,24,48,1,0,0,2,0,3,192,767,192,IL24-7808,ND,120 g,767  ( ND--192 ),IL24-7808,B4i-26 Oat seed ~120 g
192,IL24-7808,24,7808,2,24,48,1,0,0,2,0,3,192,768,192,IL24-7808,NY,120 g,768  ( NY--192 ),IL24-7808,B4i-26 Oat seed ~120 g
193,IL24-7152,24,7152,3,24,72,3,3,2,3,2,13,432,769,193,IL24-7152,AL,120 g,769  ( AL--193 ),IL24-7152,B4i-26 Oat seed ~120 g
193,IL24-7152,24,7152,3,24,72,3,3,2,3,2,13,432,770,193,IL24-7152,IA,120 g,770  ( IA--193 ),IL24-7152,B4i-26 Oat seed ~120 g
193,IL24-7152,24,7152,3,24,72,3,3,2,3,2,13,432,771,193,IL24-7152,ND,120 g,771  ( ND--193 ),IL24-7152,B4i-26 Oat seed ~120 g
193,IL24-7152,24,7152,3,24,72,3,3,2,3,2,13,432,772,193,IL24-7152,NY,120 g,772  ( NY--193 ),IL24-7152,B4i-26 Oat seed ~120 g
194,IL24-324,24,324,2,24,48,1,2,2,1,1,7,288,773,194,IL24-324,AL,120 g,773  ( AL--194 ),IL24-324,B4i-26 Oat seed ~120 g
194,IL24-324,24,324,2,24,48,1,2,2,1,1,7,288,774,194,IL24-324,IA,120 g,774  ( IA--194 ),IL24-324,B4i-26 Oat seed ~120 g
194,IL24-324,24,324,2,24,48,1,2,2,1,1,7,288,775,194,IL24-324,ND,120 g,775  ( ND--194 ),IL24-324,B4i-26 Oat seed ~120 g
194,IL24-324,24,324,2,24,48,1,2,2,1,1,7,288,776,194,IL24-324,NY,120 g,776  ( NY--194 ),IL24-324,B4i-26 Oat seed ~120 g
195,IL24-1005,24,1005,1,24,24,1,1,1,0,0,3,192,777,195,IL24-1005,AL,120 g,777  ( AL--195 ),IL24-1005,B4i-26 Oat seed ~120 g
195,IL24-1005,24,1005,1,24,24,1,1,1,0,0,3,192,778,195,IL24-1005,IA,120 g,778  ( IA--195 ),IL24-1005,B4i-26 Oat seed ~120 g
195,IL24-1005,24,1005,1,24,24,1,1,1,0,0,3,192,779,195,IL24-1005,ND,120 g,779  ( ND--195 ),IL24-1005,B4i-26 Oat seed ~120 g
195,IL24-1005,24,1005,1,24,24,1,1,1,0,0,3,192,780,195,IL24-1005,NY,120 g,780  ( NY--195 ),IL24-1005,B4i-26 Oat seed ~120 g
196,IL24-1757,24,1757,2,24,48,1,1,0,1,2,5,240,781,196,IL24-1757,AL,120 g,781  ( AL--196 ),IL24-1757,B4i-26 Oat seed ~120 g
196,IL24-1757,24,1757,2,24,48,1,1,0,1,2,5,240,782,196,IL24-1757,IA,120 g,782  ( IA--196 ),IL24-1757,B4i-26 Oat seed ~120 g
196,IL24-1757,24,1757,2,24,48,1,1,0,1,2,5,240,783,196,IL24-1757,ND,120 g,783  ( ND--196 ),IL24-1757,B4i-26 Oat seed ~120 g
196,IL24-1757,24,1757,2,24,48,1,1,0,1,2,5,240,784,196,IL24-1757,NY,120 g,784  ( NY--196 ),IL24-1757,B4i-26 Oat seed ~120 g
197,IL24-741,24,741,3,24,72,3,2,1,2,2,10,360,785,197,IL24-741,AL,120 g,785  ( AL--197 ),IL24-741,B4i-26 Oat seed ~120 g
197,IL24-741,24,741,3,24,72,3,2,1,2,2,10,360,786,197,IL24-741,IA,120 g,786  ( IA--197 ),IL24-741,B4i-26 Oat seed ~120 g
197,IL24-741,24,741,3,24,72,3,2,1,2,2,10,360,787,197,IL24-741,ND,120 g,787  ( ND--197 ),IL24-741,B4i-26 Oat seed ~120 g
197,IL24-741,24,741,3,24,72,3,2,1,2,2,10,360,788,197,IL24-741,NY,120 g,788  ( NY--197 ),IL24-741,B4i-26 Oat seed ~120 g
198,IL24-3949,24,3949,2,24,48,2,2,1,2,2,9,336,789,198,IL24-3949,AL,120 g,789  ( AL--198 ),IL24-3949,B4i-26 Oat seed ~120 g
